"","X","Table.1","ANZSOC.Division","month","year","ANZSOC.Group","ANZSOC.Subdivision","Area.Unit","Location.Type","Locn.Type.Division","Occurrence.Day.Of.Week","Occurrence.Hour.Of.Day","Territorial.Authority","Weapon","Number.of.Records","Victimisations"
"2414",2414,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Ngongotaha North.",".","Community Location","Monday",15,"Rotorua District.","Blunt Instrument N.F.D.",1,1
"2415",2415,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Awapuni South.",".","Community Location","Monday",13,"Palmerston North City.","None",1,1
"2416",2416,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Balclutha.",".","Community Location","Monday",19,"Clutha District.","None",1,1
"2417",2417,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Mangere East.",".","Community Location","Monday",10,"Auckland.","Not Stated",1,1
"2418",2418,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","999999",".","Community Location","Monday",17,"Hamilton City.","Not Stated",1,1
"2419",2419,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Saturday",0,"Wellington City.","None",1,1
"2420",2420,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Auckland Central West.",".","Community Location","Saturday",4,"Auckland.","None",1,1
"2421",2421,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Castlecliff South.",".","Community Location","Saturday",10,"Wanganui District.","None",1,1
"2422",2422,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Broads.",".","Community Location","Saturday",12,"Nelson City.","None",1,1
"2423",2423,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Paremoremo East.",".","Community Location","Saturday",14,"Auckland.","None",1,1
"2424",2424,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Allandale-Mokorua.",".","Community Location","Saturday",14,"Whakatane District.","None",1,1
"2425",2425,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Windsor.",".","Community Location","Saturday",16,"Invercargill City.","None",1,1
"2426",2426,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Manly.",".","Community Location","Saturday",17,"Auckland.","None",1,1
"2427",2427,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Pukekohe North.",".","Community Location","Saturday",20,"Auckland.","None",1,1
"2428",2428,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Stratford West.",".","Community Location","Saturday",20,"Stratford District.","None",1,1
"2429",2429,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Tarrangower.",".","Community Location","Saturday",22,"Ruapehu District.","None",1,1
"2430",2430,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Gisborne Central.",".","Community Location","Saturday",2,"Gisborne District.","Not Stated",1,1
"2431",2431,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Bader.",".","Community Location","Saturday",17,"Hamilton City.","Not Stated",1,1
"2432",2432,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Raroa.",".","Community Location","Saturday",99,"Wellington City.","Other Weapon",1,1
"2433",2433,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Mt Wellington Domain.",".","Community Location","Saturday",13,"Auckland.","Handgun",1,2
"2434",2434,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Hutt Central.",".","Community Location","Saturday",10,"Lower Hutt City.","None",1,1
"2435",2435,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Taradale South.",".","Community Location","Saturday",17,"Napier City.","None",1,1
"2436",2436,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Langbein.",".","Community Location","Saturday",19,"Nelson City.","None",1,1
"2437",2437,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","999999",".","Community Location","Saturday",22,"Wairoa District.","None",1,1
"2438",2438,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Titahi Bay South.",".","Community Location","Saturday",10,"Porirua City.","Not Stated",1,1
"2439",2439,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Kingdale.",".","Community Location","Saturday",15,"Auckland.","Not Stated",1,1
"2440",2440,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Westlake.",".","Community Location","Saturday",12,"Auckland.","Other Weapon",1,1
"2441",2441,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Takaro.",".","Community Location","Saturday",1,"Palmerston North City.","Blunt Instrument N.F.D.",1,1
"2442",2442,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Auckland Central West.",".","Community Location","Saturday",0,"Auckland.","None",1,1
"2443",2443,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Hornby North.",".","Community Location","Saturday",2,"Christchurch City.","None",1,1
"2444",2444,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Harania North.",".","Community Location","Saturday",10,"Auckland.","None",1,1
"2445",2445,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Otakaro Park.",".","Community Location","Saturday",13,"Invercargill City.","None",1,1
"2446",2446,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Lake Pupuke.",".","Community Location","Saturday",16,"Auckland.","None",1,1
"2447",2447,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Hatfields Beach.",".","Community Location","Saturday",18,"Auckland.","None",1,1
"2448",2448,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Awapuni North.",".","Community Location","Saturday",22,"Palmerston North City.","None",1,1
"2449",2449,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Woodglen.",".","Community Location","Saturday",9,"Auckland.","Not Stated",1,1
"2450",2450,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Paremoremo East.",".","Community Location","Saturday",14,"Auckland.","Not Stated",1,1
"2451",2451,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Waitangi.",".","Community Location","Saturday",19,"Far North District.","Not Stated",1,1
"2452",2452,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Parkside.",".","Community Location","Saturday",23,"Timaru District.","Not Stated",1,1
"2453",2453,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Brookvale.",".","Community Location","Sunday",2,"Hastings District.","None",1,1
"2454",2454,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Westgate.",".","Community Location","Sunday",10,"Auckland.","None",1,1
"2455",2455,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Kingdale.",".","Community Location","Sunday",12,"Auckland.","None",1,1
"2456",2456,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Mt Eden North.",".","Community Location","Sunday",13,"Auckland.","None",1,1
"2457",2457,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Auckland Central West.",".","Community Location","Sunday",14,"Auckland.","None",1,1
"2458",2458,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Mt Cook-Wallace Street.",".","Community Location","Sunday",15,"Wellington City.","None",1,1
"2459",2459,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Otara North.",".","Community Location","Sunday",17,"Auckland.","None",1,1
"2460",2460,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","West Melton.",".","Community Location","Sunday",17,"Selwyn District.","None",1,1
"2461",2461,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Cathedral Square.",".","Community Location","Sunday",20,"Christchurch City.","None",1,1
"2462",2462,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Auckland Central West.",".","Community Location","Sunday",1,"Auckland.","Not Stated",1,1
"2463",2463,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Avondale.",".","Community Location","Sunday",14,"Christchurch City.","Not Stated",1,1
"2464",2464,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Favona North.",".","Community Location","Sunday",99,"Auckland.","Blunt Instrument N.F.D.",1,1
"2465",2465,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Petone Central.",".","Community Location","Sunday",14,"Lower Hutt City.","None",1,1
"2466",2466,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Picton.",".","Community Location","Sunday",20,"Marlborough District.","None",1,1
"2467",2467,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Masterton West.",".","Community Location","Sunday",9,"Masterton District.","Not Stated",1,1
"2468",2468,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","One Tree Hill East.",".","Community Location","Sunday",13,"Auckland.","Not Stated",1,1
"2469",2469,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Te Kauwhata.",".","Community Location","Sunday",14,"Waikato District.","Not Stated",1,2
"2470",2470,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Not Resulting in Injury","Assault","Mt Cook-Wallace Street.",".","Community Location","Sunday",22,"Wellington City.","Not Stated",1,1
"2471",2471,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Camberley.",".","Community Location","Sunday",16,"Hastings District.","Blunt Instrument N.E.C.",1,1
"2472",2472,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Hamilton Central.",".","Community Location","Sunday",1,"Hamilton City.","None",1,1
"2473",2473,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Eden Terrace.",".","Community Location","Sunday",13,"Auckland.","None",1,1
"2474",2474,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Tikipunga East.",".","Community Location","Sunday",21,"Whangarei District.","None",1,1
"2475",2475,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Auckland Central East.",".","Community Location","Sunday",0,"Auckland.","Not Stated",1,1
"2476",2476,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Serious Assault Resulting in Injury","Assault","Brighton.",".","Community Location","Sunday",16,"Dunedin City.","Not Stated",1,1
"2477",2477,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Willis Street-Cambridge Terrace.",".","Community Location","Thursday",0,"Wellington City.","None",1,1
"2478",2478,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Whakatane North.",".","Community Location","Thursday",7,"Whakatane District.","None",1,1
"2479",2479,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Mt Wellington South.",".","Community Location","Thursday",11,"Auckland.","None",1,1
"2480",2480,"1 Victimisation Time and Place","Acts Intended to Cause Injury","May","20","Common Assault","Assault","Frimley.",".","Community Location","Thursday",12,"Hastings District.","None",1,1
