"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in"
80135276,"Movie","Siren","Gregg Bishop","Chase Williamson, Hannah Fierman, Justin Welborn, Hayes Mercure, Michael Aaron Milligan, Brittany S. Hall, Randy McDowell, Lindsey Garrett, William Mark McCullough, Patrick Wood","United States","January 1, 2020",2016,"TV-MA","83 min","Horror Movies"
60035996,"Movie","Sliver","Phillip Noyce","Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis","United States","January 1, 2020",1993,"R","107 min","Thrillers"
60000409,"Movie","Snow Day","Chris Koch","Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck","United States","January 1, 2020",2000,"PG","89 min","Children & Family Movies, Comedies"
80201590,"TV Show","Spinning Out","","Kaya Scodelario, January Jones, Will Kemp, Willow Shields, Evan Roderick, David James Elliott, Sarah Wright Olsen, Svetlana Efremova, Amanda Zhou, Mitchell Edwards, Kaitlyn Leeb, Johnny Weir","","January 1, 2020",2020,"TV-MA","1 Season","TV Dramas"
60022396,"Movie","Strictly Ballroom","Baz Luhrmann","Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Australia, United Kingdom","January 1, 2020",1992,"PG","95 min","Classic Movies, Comedies, Romantic Movies"
28631029,"Movie","Stuart Little","Rob Minkoff","Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States","January 1, 2020",1999,"PG","85 min","Children & Family Movies, Comedies"
60022058,"Movie","Stuart Little 2","Rob Minkoff","Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn","United States","January 1, 2020",2002,"PG","78 min","Children & Family Movies, Comedies"
70077544,"Movie","Sweeney Todd: The Demon Barber of Fleet Street","Tim Burton","Johnny Depp, Helena Bonham Carter, Alan Rickman, Timothy Spall, Sacha Baron Cohen, Jamie Campbell Bower, Laura Michelle Kelly, Jayne Wisener, Ed Sanders","United States, United Kingdom","January 1, 2020",2007,"R","116 min","Dramas, Horror Movies, Music & Musicals"
60023856,"Movie","Teenage Mutant Ninja Turtles II: The Secret of the Ooze","Michael Pressman","Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash","United States, Hong Kong","January 1, 2020",1991,"PG","88 min","Children & Family Movies, Comedies"
1029730,"Movie","Teenage Mutant Ninja Turtles: The Movie","Steve Barron","Judith Hoag, Elias Koteas, Josh Pais, Michelan Sisti, Leif Tilden, David Forman, Michael Turney, Jay Patterson, Raymond Serra, James Saito, Kevin Clash","","January 1, 2020",1990,"PG","94 min","Action & Adventure, Comedies"
60029154,"Movie","Terminator 3: Rise of the Machines","Jonathan Mostow","Arnold Schwarzenegger, Nick Stahl, Claire Danes, Kristanna Loken, David Andrews, Mark Famiglietti, Earl Boen, Moira Sinise, Chopper Bernet, Christopher Lawford","United States, Germany, United Kingdom","January 1, 2020",2003,"R","109 min","Action & Adventure, Sci-Fi & Fantasy"
70103524,"Movie","Terminator Salvation","McG","Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside","United States, Germany, United Kingdom, Italy","January 1, 2020",2009,"PG-13","115 min","Action & Adventure, Sci-Fi & Fantasy"
70021631,"Movie","The Amityville Horror","Andrew Douglas","Ryan Reynolds, Melissa George, Chloë Grace Moretz, Jesse James, Jimmy Bennett, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour","United States","January 1, 2020",2005,"R","89 min","Horror Movies"
81012487,"TV Show","The Bride of Habaek","","Shin Sae-kyeong, Nam Joo-hyuk, Lim Ju-hwan, Krystal Jung, Gong Myoung, Lee Gyoung-young, Yang Dong-geun","","January 1, 2020",2017,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows"
81044551,"TV Show","The Circle","","Michelle Buteau","","January 1, 2020",2020,"TV-MA","1 Season","Reality TV"
404067,"Movie","The Craft","Andrew Fleming","Robin Tunney, Fairuza Balk, Neve Campbell, Rachel True, Skeet Ulrich, Christine Taylor, Breckin Meyer, Nathaniel Marston, Cliff De Young, Assumpta Serna","United States","January 1, 2020",1996,"R","101 min","Horror Movies, Thrillers"
70020296,"Movie","The Crying Game","Neil Jordan","Stephen Rea, Miranda Richardson, Forest Whitaker, Jaye Davidson, Adrian Dunbar, Breffini McKenna, Joe Savino, Birdie Sweeney, Andree Bernard, Jim Broadbent","United Kingdom, Japan, United States","January 1, 2020",1992,"R","112 min","Classic Movies, Independent Movies, Thrillers"
70021652,"Movie","The Dukes of Hazzard","Jay Chandrasekhar","Johnny Knoxville, Seann William Scott, Jessica Simpson, Burt Reynolds, M.C. Gainey, David Koechner, Kevin Heffernan, James Roday, Michael Roof, Joe Don Baker","United States","January 1, 2020",2005,"PG-13","104 min","Action & Adventure, Comedies"
70061763,"Movie","The Dukes of Hazzard: The Beginning","Robert Berlinger","Randy Wayne, Jonathan Bennett, Joel David Moore, Willie Nelson, April Scott, Harland Williams, Christopher McDonald, Hal Williams, Sherilyn Fenn, Gary Cole","United States","January 1, 2020",2007,"R","95 min","Action & Adventure, Comedies"
70113006,"Movie","The Final Destination","David R. Ellis","Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb, Mykelti Williamson, Krista Allen, Andrew Fiscella, Justin Welborn, Stephanie Honoré","United States","January 1, 2020",2009,"R","82 min","Horror Movies"
70105370,"Movie","The Invention of Lying","Ricky Gervais, Matthew Robinson","Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K., Jeffrey Tambor, Fionnula Flanagan, Rob Lowe, Tina Fey, Donna Sorbello, Stephanie March","United States","January 1, 2020",2009,"PG-13","99 min","Comedies, Romantic Movies"
60004484,"Movie","The Lord of the Rings: The Return of the King","Peter Jackson","Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving","New Zealand, United States","January 1, 2020",2003,"PG-13","201 min","Action & Adventure, Sci-Fi & Fantasy"
60004483,"Movie","The Lord of the Rings: The Two Towers","Peter Jackson","Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom","New Zealand, United States","January 1, 2020",2002,"PG-13","179 min","Action & Adventure, Sci-Fi & Fantasy"
5670479,"Movie","The Mask of Zorro","Martin Campbell","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Stuart Wilson, Matt Letscher, Tony Amendola, Pedro Armendáriz Jr., William Marquez, José Pérez, Victor Rivers","United States, Germany, Mexico","January 1, 2020",1998,"PG-13","138 min","Action & Adventure, Romantic Movies"
60001808,"Movie","The Naked Gun 2 1/2: The Smell of Fear","David Zucker","Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson, Robert Goulet, Richard Griffiths, Jacqueline Brookes","","January 1, 2020",1991,"PG-13","85 min","Comedies"
60001807,"Movie","The Naked Gun: From the Files of Police Squad!","David Zucker","Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O.J. Simpson, Susan Beaubian, Nancy Marchand, Raye Birk","United States","January 1, 2020",1988,"PG-13","85 min","Comedies, Cult Movies"
793907,"Movie","The Natural","Barry Levinson","Robert Redford, Robert Duvall, Glenn Close, Kim Basinger, Wilford Brimley, Barbara Hershey, Robert Prosky, Richard Farnsworth, Joe Don Baker, John Finnegan","United States","January 1, 2020",1984,"PG","138 min","Classic Movies, Dramas, Sports Movies"
60001854,"Movie","The Original Kings of Comedy","Spike Lee","Steve Harvey, D.L. Hughley, Cedric the Entertainer, Bernie Mac","United States","January 1, 2020",2000,"R","111 min","Stand-Up Comedy"
20159719,"Movie","The Peacemaker","Mimi Leder","George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev, Rene Medvesek, Gary Werntz, Randall Batinkoff, Jim Haynie, Alexander Strobele, Holt McCallany","United States","January 1, 2020",1997,"R","124 min","Action & Adventure"
60024914,"Movie","The Ring","Gore Verbinski","Naomi Watts, Martin Henderson, David Dorfman, Brian Cox, Jane Alexander, Lindsay Frost, Amber Tamblyn, Rachael Bella, Daveigh Chase, Shannon Cochran","United States","January 1, 2020",2002,"PG-13","116 min","Horror Movies, Thrillers"
60000209,"Movie","The Talented Mr. Ripley","Anthony Minghella","Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston","United States","January 1, 2020",1999,"R","139 min","Dramas, Thrillers"
60033108,"Movie","Tremors","Ron Underwood","Kevin Bacon, Fred Ward, Finn Carter, Michael Gross, Reba McEntire, Robert Jayne, Charlotte Stewart, Tony Genaro, Ariana Richards, Richard Marcus, Victor Wong, Bibi Besch","United States","January 1, 2020",1990,"PG-13","96 min","Comedies, Cult Movies, Horror Movies"
1064058,"Movie","Tremors 2: Aftershocks","S.S. Wilson","Fred Ward, Chris Gartin, Helen Shaver, Michael Gross, Marcelo Tubert, Marco Hernandez, José Ramón Rosario, Thomas Rosales Jr.","","January 1, 2020",1995,"PG-13","100 min","Comedies, Horror Movies, Sci-Fi & Fantasy"
60021377,"Movie","Tremors 3: Back to Perfection","Brent Maddock","Michael Gross, Shawn Christian, Susan Chuang, Charlotte Stewart, Ariana Richards, Tony Genaro, Barry Livingston, John Pappas, Jason Hopkins","United States","January 1, 2020",2001,"PG","104 min","Comedies, Horror Movies, Sci-Fi & Fantasy"
60033107,"Movie","Tremors 4: The Legend Begins","S.S. Wilson","Michael Gross, Sara Botsford, Billy Drago, Brent Roam, August Schellenberg, J.E. Freeman, Ming Lo, Lydia Look, Sam Ly, Neil Kopit","United States","January 1, 2020",2004,"PG-13","101 min","Comedies, Horror Movies, Sci-Fi & Fantasy"
80066084,"Movie","Tremors 5:  Bloodline","Don Michael Paul","Michael Gross, Jamie Kennedy, Ernest Ndhlovu, Lawrence Joffe, Zak Hendrikz, Natalie Becker, Emmanuel Castis, Brandon Auret, Daniel Janks","South Africa, United States","January 1, 2020",2015,"PG-13","99 min","Comedies, Horror Movies, Sci-Fi & Fantasy"
1067876,"Movie","True Grit","Henry Hathaway","John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey","United States","January 1, 2020",1969,"G","128 min","Classic Movies, Dramas"
70117902,"Movie","Up in the Air","Jason Reitman","George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman, Amy Morton, Melanie Lynskey, J.K. Simmons, Sam Elliott, Danny McBride, Zach Galifianakis, Chris Lowell","United States","January 1, 2020",2009,"R","110 min","Comedies, Dramas, Romantic Movies"
60001396,"Movie","What Lies Beneath","Robert Zemeckis","Harrison Ford, Michelle Pfeiffer, Diana Scarwid, Joe Morton, James Remar, Miranda Otto, Wendy Crewson, Ray Baker, Micole Mercurio, Amber Valletta, Sloane Shelton","United States","January 1, 2020",2000,"PG-13","130 min","Horror Movies, Thrillers"
22007250,"Movie","Wild Wild West","Barry Sonnenfeld","Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek, M. Emmet Walsh, Ted Levine, Frederique Van Der Wal, Musetta Vander, Sofia Eng, Bai Ling","United States","January 1, 2020",1999,"PG-13","106 min","Action & Adventure, Comedies, Sci-Fi & Fantasy"
60020949,"Movie","Willy Wonka & the Chocolate Factory","Mel Stuart","Gene Wilder, Jack Albertson, Peter Ostrum, Roy Kinnear, Julie Dawn Cole, Leonard Stone, Denise Nickerson, Dodo Denney, Paris Themmen, Ursula Reit","United States, East Germany, West Germany","January 1, 2020",1971,"G","100 min","Children & Family Movies, Classic Movies, Comedies"
60011597,"Movie","Wyatt Earp","Lawrence Kasdan","Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore","United States","January 1, 2020",1994,"PG-13","191 min","Action & Adventure"
70100379,"Movie","Yes Man","Peyton Reed","Jim Carrey, Zooey Deschanel, Bradley Cooper, John Michael Higgins, Rhys Darby, Danny Masterson, Fionnula Flanagan, Terence Stamp, Sasha Alexander, Molly Sims","United States, United Kingdom","January 1, 2020",2008,"PG-13","104 min","Comedies, Romantic Movies"
70209245,"Movie","A Perfect Ending","Nicole Conn","Barbara Niven, Jessica Clark, John Heard, Morgan Fairchild, Kerry Knuppe, Imelda Corcoran, Mary Jane Wells, Rebecca Staab, Michael Adam Hamilton, Bryan Jackson, Bryan Mordechai Jackson","United States","January 1, 2019",2012,"TV-MA","110 min","Dramas, Independent Movies, LGBTQ Movies"
70045863,"Movie","Across the Universe","Julie Taymor","Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff","United States, United Kingdom","January 1, 2019",2007,"PG-13","133 min","Dramas, Music & Musicals, Romantic Movies"
70045866,"Movie","Babel","Alejandro G. Iñárritu","Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam","France, United States, Mexico","January 1, 2019",2006,"R","143 min","Dramas, Independent Movies"
80999981,"Movie","Back to the 90s","Yanyong Kuruaungkoul","Dan Aaron Ramnarong, Pimchanok Leuwisetpaiboon, Chanintorn Jitpreeda, Chonlakarn Puangnoy, Achita Pramoj Na Ayudhya, Vichuda Pindum, Kriengsak Hrientong, Likit Sittiphun","Thailand","January 1, 2019",2015,"TV-14","111 min","Comedies, International Movies, Romantic Movies"
60022056,"Movie","Black Hawk Down","Ridley Scott","Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana, William Fichtner, Ewen Bremner, Sam Shepard, Gabriel Casseus, Kim Coates, Hugh Dancy, Ron Eldard, Ioan Gruffudd, Tom Guiry, Charlie Hofheimer, Danny Hoch, Jason Isaacs, Zeljko Ivanek, Glenn Morshower, Jeremy Piven, Brendan Sexton III","United States, United Kingdom","January 1, 2019",2001,"R","144 min","Action & Adventure, Dramas"
80016588,"Movie","Chappie","Neill Blomkamp","Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States","January 1, 2019",2015,"R","121 min","Action & Adventure, Sci-Fi & Fantasy"
70011207,"Movie","Christmas with the Kranks","Joe Roth","Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan","United States","January 1, 2019",2004,"PG","99 min","Children & Family Movies, Comedies"
60027689,"Movie","Daddy Day Care","Steve Carr","Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri","United States","January 1, 2019",2003,"PG","93 min","Children & Family Movies, Comedies"
80239710,"Movie","Gone are the Days","Mark Landre Gould","Lance Henriksen, Tom Berenger, Meg Steedle, Danny Trejo","United States","January 1, 2019",2018,"R","100 min","Independent Movies"
80177342,"TV Show","Good Girls","","Christina Hendricks, Retta, Mae Whitman, Matthew Lillard, Reno Wilson, Manny Montana, Lidya Jewett, Izzy Stannard, David Hornsby, Zach Gilford","United States","January 1, 2019",2018,"TV-14","1 Season","Crime TV Shows, TV Comedies, TV Dramas"
80108616,"Movie","Hell or High Water","David Mackenzie","Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi","United States","January 1, 2019",2016,"R","102 min","Dramas, Independent Movies"
70084799,"Movie","Indiana Jones and the Kingdom of the Crystal Skull","Steven Spielberg","Harrison Ford, Cate Blanchett, Karen Allen, Ray Winstone, John Hurt, Jim Broadbent, Igor Jijikine, Shia LaBeouf","United States","January 1, 2019",2008,"PG-13","123 min","Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
60010487,"Movie","Indiana Jones and the Last Crusade","Steven Spielberg","Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison","United States","January 1, 2019",1989,"PG-13","127 min","Action & Adventure, Children & Family Movies, Classic Movies"
60011649,"Movie","Indiana Jones and the Raiders of the Lost Ark","Steven Spielberg","Harrison Ford, Karen Allen, Paul Freeman, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Alfred Molina, Wolf Kahler, Anthony Higgins, Vic Tablian","United States","January 1, 2019",1981,"PG","116 min","Action & Adventure, Children & Family Movies, Classic Movies"
60010488,"Movie","Indiana Jones and the Temple of Doom","Steven Spielberg","Harrison Ford, Kate Capshaw, Amrish Puri, Roshan Seth, Philip Stone, Roy Chiao, Jonathan Ke Quan, David Yip, Ric Young, Chua Kah Joo","United States","January 1, 2019",1984,"PG","119 min","Action & Adventure, Children & Family Movies, Classic Movies"
60004476,"Movie","Jay and Silent Bob Strike Back","Kevin Smith","Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson, Brian O'Halloran, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach, Will Ferrell, Jason Lee","United States","January 1, 2019",2001,"R","105 min","Comedies, Cult Movies"
70299748,"Movie","Jersey Boys","Clint Eastwood","John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza, Christopher Walken, Mike Doyle, Renée Marino, Erica Piccininni, Joey Russo, Donnie Kehr, Katherine Narducci, Steve Schirripa","United States","January 1, 2019",2014,"R","134 min","Dramas, Music & Musicals"
80214621,"Movie","Kevyn Aucoin: Beauty & the Beast in Me","Lori Kaye","Kevyn Aucoin, Cindy Crawford, Naomi Campbell, Gwyneth Paltrow, Andie MacDowell, Paulina Porizkova, Amber Valletta","United States","January 1, 2019",2017,"TV-MA","90 min","Documentaries, LGBTQ Movies"
80245709,"Movie","Krystal","William H. Macy","Rosario Dawson, Nick Robinson, Jacob Latimore, Grant Gustin, William H. Macy, Kathy Bates, Felicity Huffman, William Fichtner, T.I., Rick Fox, Amy Parrish","United States","January 1, 2019",2017,"R","93 min","Comedies, Dramas"
70117299,"Movie","Last Night","Massy Tadjedin","Keira Knightley, Sam Worthington, Guillaume Canet, Eva Mendes, Griffin Dunne, Anson Mount, Stephanie Romanov, Scott Adsit, Daniel Eric Gold","United States, France","January 1, 2019",2010,"R","93 min","Dramas, Independent Movies, Romantic Movies"
16944044,"Movie","Lock, Stock and Two Smoking Barrels","Guy Ritchie","Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh, Nicholas Rowe, Nick Marcq, Charles Forbes, Vinnie Jones, Lenny McLean","United Kingdom","January 1, 2019",1998,"R","108 min","Action & Adventure, Comedies, Independent Movies"
